🕘️更新时间,#genre#
河南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226480
吉林卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010075
吉林卫视,http://z.b.bkpcp.top/m.php?id=jlws
江西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010060
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546
辽宁卫视,http://z.b.bkpcp.top/m.php?id=lnws
黑龙江卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010056
黑龙江卫视,http://j.x.bkpcp.top/jx/HEILJHD
内蒙古卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225634
内蒙古卫视,http://z.b.bkpcp.top/m.php?id=nmws
大湾区卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010108
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws
宁夏卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010110
宁夏卫视,http://z.b.bkpcp.top/m.php?id=nxws
青海卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010111
青海卫视,http://z.b.bkpcp.top/m.php?id=qhws
山东卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010066
山东卫视,http://z.b.bkpcp.top/m.php?id=sdws
山西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010114
山西卫视,http://j.x.bkpcp.top/jx/SXWS
陕西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010113
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
四川卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338
四川卫视,http://z.b.bkpcp.top/m.php?id=scws
三沙卫视,http://ott.mobaibox.com/PLTV/3/224/3221228626/index.m3u8
三沙卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227404/index.m3u8
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459
天津卫视,http://j.x.bkpcp.top/jx/TIANJHD
西藏卫视,http://www.lysvc.cc/daili/xztv.php?id=0
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635
新疆卫视,http://z.b.bkpcp.top/m.php?id=xjws
云南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226444
云南卫视,http://z.b.bkpcp.top/m.php?id=ynws
延边卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227253/index.m3u8
延边卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225721/1/index.m3u8?fmt=ts2hls

🔆超清频道🔆,#genre#
北京卫视 4K,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010143
北京卫视 4K,http://z.b.bkpcp.top/m.php?id=bjws
四川卫视 4K,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338
四川卫视 4K,http://z.b.bkpcp.top/m.php?id=scws
湖南卫视 4K,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010058
湖南卫视 4K,http://z.b.bkpcp.top/m.php?id=hunws
广州南国都市,http://php.jdshipin.com/TVOD/iptv.php?id=gzngds
广州南国都市,http://php.jdshipin.com/gztv.php?id=shenghuo
CCTV-4K,http://ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
CCTV-4K,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227382/index.m3u8
CCTV-16-4K,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100
CCTV-16-4K,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8
CCTV-8K,http://ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
CCTV-8K,http://php.jdshipin.com/TVOD/iptv.php?id=cctv8k
苏州-4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
4K测试频道,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8

🔆影视频道🔆,#genre#
封神榜,http://www.clmy.cc:35455/yy/1353426319
封神榜,http://cdn.jdshipin.com:8880/huya.php?id=23749096
天龙八部,http://www.clmy.cc:35455/yy/1355067965
天龙八部,https://live.metshop.top/huya/23903123
鹿鼎记,http://cdn.jdshipin.com:8880/huya.php?id=23865080
鹿鼎记,http://live.iill.top/huya.php?id=23865080
寻秦记,http://cdn.jdshipin.com:8880/huya.php?id=23864973
寻秦记,http://live.iill.top/huya.php?id=23864973
大唐双龙传,http://cdn.jdshipin.com:8880/huya.php?id=23728674
大唐双龙传,http://live.iill.top/huya.php?id=23728674
神雕侠侣,http://live.metshop.top/huya/11352964
神雕侠侣,http://cdn.jdshipin.com:8880/huya.php?id=11352964
射雕英雄传,http://cdn.jdshipin.com:8880/huya.php?id=23824164
射雕英雄传,http://live.iill.top/huya.php?id=23824164
倚天屠龙记,http://live.metshop.top/huya/11342403
倚天屠龙记,http://cdn.jdshipin.com:8880/huya.php?id=11342403
笑傲江湖,http://lu.wqwqwq.sbs/yy/1354930909
笑傲江湖,http://live.metshop.top/huya/26355790
刑事侦缉档案,http://cdn.jdshipin.com:8880/huya.php?id=23734169
刑事侦缉档案,http://live.iill.top/huya.php?id=23734169
楚汉骄雄,http://cdn.jdshipin.com:8880/huya.php?id=23740156
楚汉骄雄,http://live.iill.top/huya.php?id=23740156
法政先锋,http://cdn.jdshipin.com:8880/huya.php?id=23863804
法政先锋,http://live.iill.top/huya.php?id=23863804
洗冤录,http://cdn.jdshipin.com:8880/huya.php?id=23903130
洗冤录,http://live.iill.top/huya.php?id=23903130
陀枪师姐,http://cdn.jdshipin.com:8880/huya.php?id=23860039
陀枪师姐,http://live.iill.top/huya.php?id=23860039
使徒行者,http://cdn.jdshipin.com:8880/huya.php?id=23734256
使徒行者,http://live.iill.top/huya.php?id=23734256
鉴证实录,http://cdn.jdshipin.com:8880/huya.php?id=23903183
鉴证实录,http://live.iill.top/huya.php?id=23903183
金枝欲孽,http://cdn.jdshipin.com:8880/huya.php?id=23865036
金枝欲孽,http://live.iill.top/huya.php?id=23865036
扫黄先锋,http://cdn.jdshipin.com:8880/huya.php?id=23903196
扫黄先锋,http://live.iill.top/huya.php?id=23903196
创世纪,http://cdn.jdshipin.com:8880/huya.php?id=23749083
创世纪,http://live.iill.top/huya.php?id=23749083
妙手仁心,http://cdn.jdshipin.com:8880/huya.php?id=23829543
妙手仁心,http://live.iill.top/huya.php?id=23829543
大时代,http://cdn.jdshipin.com:8880/huya.php?id=23865161
大时代,http://live.iill.top/huya.php?id=23865161
野蛮亲家,http://cdn.jdshipin.com:8880/huya.php?id=23863796
野蛮亲家,http://live.iill.top/huya.php?id=23863796
笑看风云,http://cdn.jdshipin.com:8880/huya.php?id=23865058
笑看风云,http://live.iill.top/huya.php?id=23865058
埋堆堆1,https://live.iill.top/huya/23749096
埋堆堆2,https://live.iill.top/huya/23735126
埋堆堆3,https://live.iill.top/huya/23865152
埋堆堆4,https://live.iill.top/huya/23903196
埋堆堆5,https://live.iill.top/huya/23740156
埋堆堆6,https://live.iill.top/huya/23728660
埋堆堆7,https://live.iill.top/huya/23735153
埋堆堆8,https://live.iill.top/huya/23865058
埋堆堆9,https://live.iill.top/huya/23734183
埋堆堆10,https://live.iill.top/huya/23749068
埋堆堆11,https://live.iill.top/huya/23865036
埋堆堆12,https://live.iill.top/huya/23740162
埋堆堆13,https://live.iill.top/huya/23829474
埋堆堆14,https://live.iill.top/huya/23863833
埋堆堆15,https://live.iill.top/huya/23903106
埋堆堆16,https://live.iill.top/huya/23865025
埋堆堆17,https://live.iill.top/huya/23728689
埋堆堆18,https://live.iill.top/huya/23824171
埋堆堆19,https://live.iill.top/huya/23860057
埋堆堆20,https://live.iill.top/huya/23865072
埋堆堆21,https://live.iill.top/huya/23734176
埋堆堆22,https://live.iill.top/huya/23728651
埋堆堆23,https://live.iill.top/huya/23734246
埋堆堆24,https://live.iill.top/huya/23865179
埋堆堆25,https://live.iill.top/huya/23734196
埋堆堆26,https://live.iill.top/huya/23734211

🔆高清频道🔆,#genre#
CCTV央视台球,http://ott.mobaibox.com/PLTV/3/224/3221228683/index.m3u8
CCTV央视台球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226156/1/index.m3u8?fmt=ts2hls
CCTV高尔夫网球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226114/1/index.m3u8?fmt=ts2hls
CCTV高尔夫网球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225674/1/index.m3u8?fmt=ts2hls
CCTV电视指南,http://www.xiaomo520.cn:4020/udp/239.252.219.97:5140
CCTV第一剧场,http://ott.mobaibox.com/PLTV/3/224/3221228659/index.m3u8
CCTV第一剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226124/1/index.m3u8?fmt=ts2hls
CCTV风云剧场,http://ott.mobaibox.com/PLTV/3/224/3221228662/index.m3u8
CCTV风云剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226107/1/index.m3u8?fmt=ts2hls
CCTV怀旧剧场,http://ott.mobaibox.com/PLTV/3/224/3221228671/index.m3u8
CCTV怀旧剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226097/1/index.m3u8?fmt=ts2hls
CCTV风云足球,http://ott.mobaibox.com/PLTV/3/224/3221228668/index.m3u8
CCTV风云足球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226153/1/index.m3u8?fmt=ts2hls
CCTV兵器科技,http://ott.mobaibox.com/PLTV/3/224/3221228686/index.m3u8
CCTV兵器科技,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226111/1/index.m3u8?fmt=ts2hls
CCTV世界地理,http://ott.mobaibox.com/PLTV/3/224/3221228680/index.m3u8
CCTV世界地理,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226071/1/index.m3u8?fmt=ts2hls
CCTV女性时尚,http://ott.mobaibox.com/PLTV/3/224/3221228674/index.m3u8
CCTV女性时尚,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226104/1/index.m3u8?fmt=ts2hls
CCTV风云音乐,http://ott.mobaibox.com/PLTV/3/224/3221228665/index.m3u8
CCTV风云音乐,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226083/1/index.m3u8?fmt=ts2hls
央视台球,http://ott.mobaibox.com/PLTV/3/224/3221228683/index.m3u8
央视台球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226156/1/index.m3u8?fmt=ts2hls
电视指南,http://ott.mobaibox.com/PLTV/3/224/3221228689/index.m3u8
电视指南,http://php.jdshipin.com/TVOD/iptv.php?id=dszn
风云足球,http://ott.mobaibox.com/PLTV/3/224/3221228668/index.m3u8
风云足球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226153/1/index.m3u8?fmt=ts2hls
女性时尚,http://ott.mobaibox.com/PLTV/3/224/3221228674/index.m3u8
女性时尚,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226104/1/index.m3u8?fmt=ts2hls
卫生健康,http://php.jdshipin.com/TVOD/iptv.php?id=wsjk
第一剧场,http://ott.mobaibox.com/PLTV/3/224/3221228659/index.m3u8
第一剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226124/1/index.m3u8?fmt=ts2hls
风云剧场,http://ott.mobaibox.com/PLTV/3/224/3221228662/index.m3u8
风云剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226107/1/index.m3u8?fmt=ts2hls
风云音乐,http://ott.mobaibox.com/PLTV/3/224/3221228665/index.m3u8
风云音乐,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226083/1/index.m3u8?fmt=ts2hls
怀旧剧场,http://ott.mobaibox.com/PLTV/3/224/3221228671/index.m3u8
怀旧剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226097/1/index.m3u8?fmt=ts2hls
高尔夫网球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226114/1/index.m3u8?fmt=ts2hls
高尔夫网球,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225674/1/index.m3u8?fmt=ts2hls
世界地理,http://ott.mobaibox.com/PLTV/3/224/3221228680/index.m3u8
世界地理,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226071/1/index.m3u8?fmt=ts2hls
兵器科技,http://ott.mobaibox.com/PLTV/3/224/3221228686/index.m3u8
兵器科技,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226111/1/index.m3u8?fmt=ts2hls
老故事,https://migu.pl10000.top/
老故事,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226654/index.m3u8
发现之旅,http://php.jdshipin.com/cqyx.php?id=faxian
发现之旅,http://gslbmgsplive.miguvideo.com/wd_r3/cnr/faxianzhilv/2000/index.m3u8?msisdn=202511091600241b43fce26eb948ffbd69d05c1fc35674&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20251109160024&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=106.13.250.88&SecurityKey=20251109160024&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=185d1c3cab6794ff9989d74ca8f8fb64&ddCalcu=4168eb50fd4810fc83acca4b76d799849f9f
中学生,https://migu.pl10000.top/-2
中学生,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225663/1/index.m3u8?fmt=ts2hls
都市剧场,http://3501776.xyz:35455/itv/5000000011000031111.m3u8?cdn=bestzb
都市剧场,http://shyd.695847.xyz/cms001/ch00000090990000001203/index.m3u8?IAS
游戏风云,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031114
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy
生活时尚,http://shyd.695847.xyz/cms001/ch00000090990000001199/index.m3u8?IAS
生活时尚,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226570/index.m3u8
新视觉,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226186/1/index.m3u8?fmt=ts2hls
新视觉,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226237/1/index.m3u8?fmt=ts2hls
欢笑剧场,http://z.b.bkpcp.top/m.php?id=hxjc
欢笑剧场,http://gat.bkpcp.top/ymg.php?id=hxjc
茶频道,http://shyd.695847.xyz/cms001/ch00000090990000001234/index.m3u8?IAS
茶频道,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226240/1/index.m3u8?fmt=ts2hls
快乐垂钓,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031206
快乐垂钓,http://shyd.695847.xyz/cms001/ch00000090990000001235/index.m3u8?IAS
法制天地,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226199/1/index.m3u8?fmt=ts2hls
法制天地,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226209/1/index.m3u8?fmt=ts2hls
动漫秀场,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031113
动漫秀场,http://shyd.695847.xyz/cms001/ch00000090990000001196/index.m3u8?IAS
乐游,http://shyd.695847.xyz/cms001/ch00000090990000001200/index.m3u8?IAS
乐游,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226536/index.m3u8
